,stars,review_body,review_title,language,product_category,opinion
1227,5,"Produit impératif pour un vrai dégusté ! L'essayer, cest l'adopter !",Magnifique,fr,home,satisfied
6970,3,The pendent looked slightly cheap & a little sloppy. Also is too tight for me so I’m not able to wear it.,Not the best,en,jewelry,satisfied
848,4,Pas de soucis particulier sur les deux taille que j avais pris Sauf a la decoupe prevoir un ciseaux car a du mal a se couper avec les dents,Assez bon produit,fr,home_improvement,satisfied
5503,3,"Livraison rapide. L'outil pour l'assembler est livré avec (pas de crainte de ne pas avoir ce qu'il faut). Réglages en largeur et en longueur faciles. Par-contre, dommage que les plaques plastiques à poser aux 4 coins du plateau n'aient pas des rainures qui coïncident avec celles du plateau. L'ensemble parait un peu glissant. A voir une fois en charge au moment de l'essorage de la machine à laver.",Facile à monter,fr,other,mixed
7069,5,These socks are awesome!!! My husband and I had all of the nurses caring for him during his chemo treatments ordering these socks. #f***cancer,These socks are awesome!!,en,apparel,satisfied
5697,3,Joli assortiments. je les trouve un peu fins,Pas mal,fr,sports,mixed
10358,2,"""Can I go back in time to when I started watching this movie and warn myself?""","""Can I go back in time to when I started watching this movie and warn myself?""",en,digital_video_download,mixed
2823,2,"Rien d'extraordinaire. On ne peut faire mousser qu'une petite quantité de lait (115 ml maxi). En outre, le lait ne mousse pas en totalité ( il reste du lait liquide au fond). Difficile à nettoyer. Difficile de positionner ou retirer le mousseur au fond du récipient alors que c'est indispensable pour le nettoyage puisque le lait ""colle"" au fond du récipient. Mode d'emploi très mal rédigé et très mal traduit : il n'y a aucune phrase en français correct.",Bof,fr,home,non satisfied
354,5,Acheté pour laisser le kit dans le coffre de ma voiture. Il m'a déjà dépanné plus d'une fois. Bonne qualité des outils et format ultra compact. Idéal pour une trousse d'appoint !,Pratique et solide,fr,automotive,satisfied
6208,3,"Bought this for computer and tablet use based on some reviews. My touchpad, my tablet, and my phone don't respond.",Doesn't work with touch devices,en,drugstore,satisfied
9403,1,"The story in the book is not the story from the movie, even though it shows that on the cover. Little disappointed",It’s not the New York movie story inside,en,book,non satisfied
8224,1,The sandwich tasted like a slimy mess. I returned it,A slimy mess,en,kitchen,non satisfied
6306,4,It’s worked well for the pool! My three year old also loves wearing them in the house to not fit. They are very much more like being barefoot.,Pretty good shoes.,en,shoes,satisfied
3212,2,Déçue je m'attendais à mieux je n'ai rien apprit de plus,la qualité du livre médiocre,fr,book,non satisfied
4682,3,Petites mais conforment à la photo au niveau des couleurs,Petites,fr,toy,mixed
883,5,Très utile et très instructif,Très utile et très instructif,fr,book,satisfied
3714,2,La première fois top. Et maintenant plus rien ne colle... sur les bras je dois les tenir et pr les abdos je dois rester allongée :/ déçue,Moyen moyen...,fr,sports,non satisfied
5066,3,Original. Mais bon la qualité d’ecoute N’est pas terrible....,Au moins ça tient chaud....,fr,wireless,mixed
802,5,"J'adore, le silicone est résistant et souple. 7 portions idéales pour une semaine, que je renouvelle tous les dimanches. J'en ai acheté un second : 1 pour les compotes, 1 pour les purées. Se congèle parfaitement et démoulage très facile. Les couvercles tiennent très bien. Je recommande vivement ce produit.",Génial,fr,baby_product,satisfied
2490,1,"Je déconseille. Article reçu au bout de 3semaines. A la première utilisation celui ci sent le cramé et ne fonctionne pas. De plus a cause de cette prise, mon boîtier télé à cramé lui aussi.",A éviter,fr,pc,non satisfied
8049,1,"Does not fit my 32"" t.v. therefore not universal. Bolts to go into the back were way too big. Had to return.",Not universal,en,electronics,non satisfied
10800,2,"I've been using it for a month now, my eyelashes remain the same. I gave 2 stars because it doesn't hurt the eyes",It doesn't work :(,en,beauty,mixed
977,5,"Deux pulvérisations... une minute plus tard, mon chat qui a toujours refusé d'entrer dans sa petite maison de dodo s'y est dirigé ventre à terre. Le voir y entrer, s'y frotter et ronronner était un vrai plaisir. Je recommande ce produit à acheter sans aucune hésitation.",Efficacité au top,fr,pet_products,satisfied
193,5,un petit modèle de Miele,compact et pratique,fr,kitchen,satisfied
2957,2,A tout de même réussi a ouvrir cinq boites .A la sixième le papillon s'est a moitie extrait de son emplacement et donc est devenu inefficace.Je suis soigneux voir maniaque donc ce problème ne peut être du a une mauvaise utilisation. A éviter a tout prix,Tres mauvaise qualite,fr,home,non satisfied
5392,3,annoncer 4m 5 de longueur alors que la guirlande fait a peine 3m de longeur le reste c'est du câble,arnaque sur la taille,fr,electronics,mixed
897,5,"Parfait c est exactement se que j attendais,maniable léger et facile à poser",Correspond à la descr,fr,pc,satisfied
11924,2,Base/floor of carrier should be made of plastic as the odor from pet accidents linger due to material type.,Just okay,en,pet_products,mixed
9978,1,Never received these little guys :(,Never received,en,automotive,non satisfied
633,5,"Ce traqueur m'a eu bien. Je suis absolument époustouflé. La fréquence cardiaque est précise, elle résiste à l'eau (la vaisselle a été lavée), j'ai réglé l'alarme de sommeil, j'ai modifié le niveau de luminosité de l'écran. ET SON COULEUR. J'avais l'habitude d'avoir un groupe mais le groupe a commencé à se séparer, malheureusement cela n'a pas pu être corrigé. Il y a tellement de bonnes choses à propos de ce traqueur, je (tente) de le lancer et une option de suivi spécifique pour celui-ci. L'application est très facile à utiliser, elle est tellement conviviale. Je n'ai absolument aucune plainte. Je ne peux pas croire que j'ai gaspillé mon argent sur un Fitbit auparavant, c'est fantastique. J'ai même acheté un mari. Achetez cette chose. Ecoute moi juste. Achète-le.",Excellent tracker de fitness!,fr,sports,satisfied
5404,3,"J'ai aimé ce roman pour son intrigue très originale et inquiétante parfois. On y retrouve un homme se penchant malgré lui sur son passé, un sérial killer, une disparition. Cependant, la structure du livre m'a un peu rebuté et a rendu ma lecture un peu difficile. De plus, j'ai été très déçu par le dénouement.",Un roman original,fr,digital_ebook_purchase,mixed
11660,2,I did not receive the recipe book,Did not receive all items as listed,en,grocery,mixed
4555,3,"Ce ne seront pas mes chouchous mais j'ai bien aimé ce roman. J'ai aimé les thèmes abordés : courage, esprit d'équipe, violences, dopage ... Ce qui m'a vraiment plu sont justement les défauts des personnages ! Ils sont humains, parfois agaçants à souhait. . Kade est bluffant tant par son caractère explosif que par sa maturité par rapport à son âge. Il veut tout et se bat pour l'avoir. Asher est la force tranquille, sans être moins déterminé pour autant ; ses blessures anciennes les hantent et l'empêche d'atteindre le bonheur. J'ai trouvé que le personnage de Asher est moins développé que celui de Kade. Petit plus, on retrouve Wade et Nikki qui évoluent dans la même période !",Bon roman,fr,digital_ebook_purchase,mixed
3555,2,"deux ensembles de commandés, un ensemble reçu. où est le reste de ma commande.???....",Bulle de niveau,fr,camera,non satisfied
3699,2,Allume tres bien au debut mais apres de 1 mois avec une demi heure la lumiere decendre et allume pas,Pour kelke fois,fr,home,non satisfied
4857,3,"L'emballage plastique de la couette a été reçu déchirée à 2 endroits. Pour ce qui est du confort de la couette, je ne sais pas encore, c'est un cadeau pour Noël :)",Housse plastique déchirée,fr,home,mixed
705,5,"Reçu très rapidement, produit conforme à la descriptions, fonctionne parfaitement avec mes manettes ps4 et même mon portable. Rien à redire.",Très bon rapport qualité/prix,fr,electronics,satisfied
9035,1,"Very disappointed the only reason I bought this screen protector was to use the fingerprint scanner, installed the first one thinking I did it wrong and well the second one didn't work either definitely a waste in my opinion",Fingerprint doesn't work,en,wireless,non satisfied
8667,1,"I love this diapers, I ran out of them and had to use another kind cause the country I am at right now don't have the Honest diapers, and the difference is huge! the honest company diapers are so soft and delicate for my baby skin, so fad the best. I am giving a 1 star review cause they send me the wrong size of diapers! so I am still out of diapers, my baby is currently using a size 2, I bought size 2, but this seller send me a size 6 😭","Best diapers, but wrong size!",en,drugstore,non satisfied
3588,1,"Le produit ne marche pas, il fait mal pour rien, ça arrache la peau mais pas les points noirs. Je le déconseille FORTEMENT",NUL,fr,beauty,non satisfied
2445,1,Une soudure d'un pied à lâché dès l'installation des boucles d'oreilles....,Mauvaise qualité,fr,furniture,non satisfied
4940,3,Déconnexion permanente,A revoir,fr,pc,mixed
8753,1,Horrible quit working 2 days after I got it! Will probably never purchase from them again!,Horrible quit working after 2 days,en,office_product,non satisfied
